,Query,GWAS Trait,RS Number,Position (GRCh38),Alleles,R2,D',Risk Allele,Effect Size (95% CI),Beta or OR,P-value,{
161,rs62337269,Reticulocyte fraction of red cells,rs13101482,chr4:143989463,"A=0.66, G=0.34",0.9648739928632988,0.9822799971817092,0.6882,0.05585973,0.048-0.063,1e-46,
162,rs62337269,Reticulocyte count,rs13101482,chr4:143989463,"A=0.66, G=0.34",0.9648739928632988,0.9822799971817092,0.6882,0.05342972,0.046-0.061,9e-43,
163,rs62337269,High light scatter reticulocyte percentage of red cells,rs4323050,chr4:143992106,"C=0.66, T=0.34",0.9648739928632988,0.9822799971817092,0.6911,0.06314941,0.056-0.071,1e-59,
164,rs62337269,Reticulocyte fraction of red cells,rs11383739,chr4:143996789,"-=0.342, G=0.658",0.956270667182604,0.9822264624299925,0.691254,0.05156569999999999,0.046-0.057,9.999999999999999e-85,
165,rs62337269,Reticulocyte count,rs11383739,chr4:143996789,"-=0.342, G=0.658",0.956270667182604,0.9822264624299925,0.691255,0.05467444,0.05-0.059,2.999999999999999e-109,
166,rs62337269,High light scatter reticulocyte count,rs11383739,chr4:143996789,"-=0.342, G=0.658",0.956270667182604,0.9822264624299925,0.691301,0.060925875,0.056-0.066,1.9999999999999996e-136,
167,rs62337269,Red cell distribution width,rs7666297,chr4:143999005,"A=0.323, G=0.677",0.9008347169515564,0.9860148285449492,NR,,,4e-33,
168,rs62337269,"Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2 levels",rs7666297,chr4:143999005,"A=0.323, G=0.677",0.9008347169515564,0.9860148285449492,0.31,0.261,0.23-0.29,6.999999999999999e-72,
169,rs62337269,Ornithine levels,rs10024263,chr4:144038174,"C=0.662, T=0.338",0.9302972138743242,0.9688075832742736,0.689,7.11,(),1e-12,
170,rs1568866,Breast cancer specific mortality in estrogen receptor positive breast cancer,rs4717568,chr7:70935714,"C=0.609, T=0.391",0.8409087026550167,0.9730228608460524,NR,0.88204163,0.84-0.92,1e-07,
171,rs1214759,Pulse pressure,rs16896398,chr6:43294966,"A=0.67, T=0.33",0.8120991112856062,0.9856392394221436,0.654,0.2574,0.15-0.37,4e-06,
172,rs1214759,Mean arterial pressure,rs16896398,chr6:43294966,"A=0.67, T=0.33",0.8120991112856062,0.9856392394221436,0.654,0.3467,0.24-0.46,1e-09,
173,rs1214759,Stroke,rs16896398,chr6:43294966,"A=0.67, T=0.33",0.8120991112856062,0.9856392394221436,NR,,,1e-08,
174,rs1214759,Stroke,rs16896398,chr6:43294966,"A=0.67, T=0.33",0.8120991112856062,0.9856392394221436,NR,,,9e-06,
175,rs1214759,Ischemic stroke,rs16896398,chr6:43294966,"A=0.67, T=0.33",0.8120991112856062,0.9856392394221436,NR,,,2e-06,
176,rs1214759,Systolic blood pressure,rs16896398,chr6:43294966,"A=0.67, T=0.33",0.8120991112856062,0.9856392394221436,NR,0.02913,0.021-0.037,9.000000000000001e-13,
177,rs1214759,Diastolic blood pressure,rs16896398,chr6:43294966,"A=0.67, T=0.33",0.8120991112856062,0.9856392394221436,NR,0.02264,0.015-0.031,3e-08,
178,rs1214759,Mean arterial pressure,rs16896398,chr6:43294966,"A=0.67, T=0.33",0.8120991112856062,0.9856392394221436,NR,0.02795,0.02-0.036,1.0000000000000001e-11,
179,rs1214759,Cardioembolic stroke (CCSc classification),rs16896398,chr6:43294966,"A=0.67, T=0.33",0.8120991112856062,0.9856392394221436,NR,1.0904044,1.05-1.13,4e-06,
180,rs1214759,Hypertension,rs16896398,chr6:43294966,"A=0.67, T=0.33",0.8120991112856062,0.9856392394221436,0.654,0.0742,0.047-0.101,1e-07,
181,rs1214759,Systolic blood pressure,rs16896398,chr6:43294966,"A=0.67, T=0.33",0.8120991112856062,0.9856392394221436,0.65,0.5167,0.36-0.67,1e-10,
182,rs1214759,Diastolic blood pressure,rs16896398,chr6:43294966,"A=0.67, T=0.33",0.8120991112856062,0.9856392394221436,0.654,0.2626,0.16-0.36,3e-07,
183,rs1214759,Systolic blood pressure,rs16896398,chr6:43294966,"A=0.67, T=0.33",0.8120991112856062,0.9856392394221436,0.346998,0.025012200000000002,0.018-0.032,1e-12,
184,rs1214759,Mean arterial pressure,rs16896398,chr6:43294966,"A=0.67, T=0.33",0.8120991112856062,0.9856392394221436,0.347,0.0246542,0.018-0.032,9e-12,
185,rs1214759,Urate levels,rs6930689,chr6:43325892,"C=0.33, T=0.67",0.8200064540729791,0.9904261596147624,0.6236,0.0466,0.034-0.059/,3e-14,
186,rs1214759,Serum uric acid levels,rs6930689,chr6:43325892,"C=0.33, T=0.67",0.8200064540729791,0.9904261596147624,0.388583,0.028172000000000003,0.021-0.035,7.999999999999999e-15,
187,rs1214759,Pulse pressure,rs6930689,chr6:43325892,"C=0.33, T=0.67",0.8200064540729791,0.9904261596147624,NR,0.1762,0.12-0.23,9.000000000000001e-11,
188,rs1214759,Systolic blood pressure,rs1563788,chr6:43340625,"C=0.667, T=0.333",0.8472609006604523,1.0,NR,0.258,,4e-10,
189,rs1214759,Pulse pressure,rs1563788,chr6:43340625,"C=0.667, T=0.333",0.8472609006604523,1.0,NR,0.151,,4e-08,
190,rs1214759,Pulse pressure,rs1563788,chr6:43340625,"C=0.667, T=0.333",0.8472609006604523,1.0,0.348,0.25,0.14-0.36,4e-06,
191,rs1214759,Mean arterial pressure,rs1563788,chr6:43340625,"C=0.667, T=0.333",0.8472609006604523,1.0,0.348,0.3305,0.22-0.44,2e-09,
192,rs1214759,Systolic blood pressure,rs1563788,chr6:43340625,"C=0.667, T=0.333",0.8472609006604523,1.0,0.309336104338348,0.5113064,0.39-0.63,2e-16,
193,rs1214759,Systolic blood pressure,rs1563788,chr6:43340625,"C=0.667, T=0.333",0.8472609006604523,1.0,0.295,0.366,0.21-0.52,3e-06,
194,rs1214759,Pulse pressure,rs1563788,chr6:43340625,"C=0.667, T=0.333",0.8472609006604523,1.0,0.295,0.253,0.15-0.35,7e-07,
195,rs1214759,Hypertension,rs1563788,chr6:43340625,"C=0.667, T=0.333",0.8472609006604523,1.0,0.348,0.0705,0.043-0.098,4e-07,
196,rs1214759,Diastolic blood pressure,rs1563788,chr6:43340625,"C=0.667, T=0.333",0.8472609006604523,1.0,0.348,0.2488,0.15-0.35,7e-07,
197,rs1214759,Systolic blood pressure,rs1563788,chr6:43340625,"C=0.667, T=0.333",0.8472609006604523,1.0,0.35,0.4949,0.34-0.65,3e-10,
198,rs1214759,Hip circumference adjusted for BMI,rs1563788,chr6:43340625,"C=0.667, T=0.333",0.8472609006604523,1.0,NR,0.018138400000000002,0.012-0.024,7e-09,
199,rs1214759,Height,rs1563788,chr6:43340625,"C=0.667, T=0.333",0.8472609006604523,1.0,0.3236,0.016,0.015-0.017,5e-127,
200,rs1214759,Hip index,rs7742789,chr6:43378065,"C=0.652, T=0.348",0.9054387628326686,1.0,NR,0.0223298,0.015-0.029,2e-10,
201,rs1214759,Height,rs7742789,chr6:43378065,"C=0.652, T=0.348",0.9054387628326686,1.0,NR,,,8.000000000000001e-11,
202,rs1214759,Hip circumference adjusted for BMI,rs7742789,chr6:43378065,"C=0.652, T=0.348",0.9054387628326686,1.0,NR,0.0266177,0.02-0.033,3e-15,
203,rs1214759,Pulse pressure,rs9472040,chr6:43380774,"A=0.63, G=0.37",0.9957459764379529,1.0,NR,0.0159,0.012-0.02,1e-16,
204,rs1214759,Systolic blood pressure,rs9472040,chr6:43380774,"A=0.63, G=0.37",0.9957459764379529,1.0,NR,0.0176,0.014-0.022,9e-19,
205,rs1214759,Pulse pressure,rs7763558,chr6:43381477,"A=0.37, G=0.63",0.9957459764379529,1.0,0.3962,0.196,0.15-0.25,4e-14,
206,rs1214759,Systolic blood pressure,rs7763558,chr6:43381477,"A=0.37, G=0.63",0.9957459764379529,1.0,0.3991,0.3526,0.28-0.42,2.9999999999999996e-24,
207,rs1214759,Pulse pressure x alcohol consumption interaction (2df test),rs7763558,chr6:43381477,"A=0.37, G=0.63",0.9957459764379529,1.0,0.33,,,2e-16,
208,rs1214759,Pulse pressure x alcohol consumption interaction (2df test),rs7763558,chr6:43381477,"A=0.37, G=0.63",0.9957459764379529,1.0,0.33,,,5e-10,
209,rs1214759,Diastolic blood pressure,rs7763558,chr6:43381477,"A=0.37, G=0.63",0.9957459764379529,1.0,NR,0.1441,0.1-0.19,6e-11,
210,rs1214759,Systolic blood pressure,rs7763558,chr6:43381477,"A=0.37, G=0.63",0.9957459764379529,1.0,NR,0.3351,0.26-0.41,1e-18,
211,rs1214759,Cardiovascular disease,rs7763350,chr6:43381570,"A=0.63, C=0.37",0.9957459764379529,1.0,NR,,,4e-16,
212,rs1214759,Systolic blood pressure,rs7764523,chr6:43382057,"A=0.369, G=0.631",0.9915053513753141,1.0,NR,,,6e-18,
213,rs1214759,Bioavailable testosterone levels,rs1214759,chr6:43385242,"A=0.371, G=0.629",1.0,1.0,0.6787179999999999,0.018082,0.013-0.023,2.9999999999999997e-12,
214,rs1214759,Systolic blood pressure x alcohol consumption interaction (2df test),rs1214759,chr6:43385242,"A=0.371, G=0.629",1.0,1.0,0.33,,,1.9999999999999999e-22,
215,rs1214759,Systolic blood pressure x alcohol consumption interaction (2df test),rs1214759,chr6:43385242,"A=0.371, G=0.629",1.0,1.0,0.33,,,3e-11,
216,rs1214759,Idiopathic pulmonary fibrosis,rs1214759,chr6:43385242,"A=0.371, G=0.629",1.0,1.0,0.679,1.18,1.11-1.25,2e-08,
217,rs1214759,Medication use for hypertension (number of purchases),rs1214759,chr6:43385242,"A=0.371, G=0.629",1.0,1.0,NR,0.01401,0.011-0.017,1.0000000000000001e-20,
218,rs1214759,Total testosterone levels,rs1214759,chr6:43385242,"A=0.371, G=0.629",1.0,1.0,0.68,0.02,0.014-0.026/,5e-09,
219,rs1214759,Platelet count,rs1214761,chr6:43386693,"A=0.37, G=0.63",0.9957459764379529,1.0,0.678365,0.022512317,0.018-0.027,6.999999999999999e-21,
220,rs1214759,Plateletcrit,rs1214761,chr6:43386693,"A=0.37, G=0.63",0.9957459764379529,1.0,0.678366,0.023087272000000002,0.018-0.028,6e-22,
221,rs1214759,Calcium levels,rs1214761,chr6:43386693,"A=0.37, G=0.63",0.9957459764379529,1.0,0.6787,0.00133,0.00085-0.00181/,2e-08,
222,rs1214759,Total testosterone levels,rs1214761,chr6:43386693,"A=0.37, G=0.63",0.9957459764379529,1.0,0.6790320000000001,0.031114599999999996,0.025-0.037,6e-26,
223,rs1214759,Estimated glomerular filtration rate,rs1214761,chr6:43386693,"A=0.37, G=0.63",0.9957459764379529,1.0,0.63,0.099,-0.08328-0.28128//1.732,6e-07,
224,rs1214759,Testosterone levels in premenopausal women,rs1214761,chr6:43386693,"A=0.37, G=0.63",0.9957459764379529,1.0,0.332041,0.0456414,0.032-0.06,2e-10,
225,rs1214759,Testosterone levels in postmenopausal women,rs1214761,chr6:43386693,"A=0.37, G=0.63",0.9957459764379529,1.0,0.332041,0.0322343,0.022-0.043,8e-10,
226,rs1214759,Testosterone levels,rs1214761,chr6:43386693,"A=0.37, G=0.63",0.9957459764379529,1.0,NR,9.567,,1.0000000000000001e-21,
227,rs1214759,Testosterone levels,rs1214761,chr6:43386693,"A=0.37, G=0.63",0.9957459764379529,1.0,0.332041,0.034091,0.027-0.041,7.000000000000001e-22,
0,rs11078215,Temperament,rs17608059,chr17:14007232,"C=0.499, T=0.501",0.9456441596998849,0.9959264658244251,0.491,0.094,,3e-07,
1,rs2561150,Height,rs12648093,chr4:122917603,"A=0.261, G=0.739",0.9140031175776362,0.9838813048772672,0.2716,0.0186,0.017-0.02,7e-150,
2,rs2561150,Height,rs12648093,chr4:122917603,"A=0.261, G=0.739",0.9140031175776362,0.9838813048772672,0.3169,0.0166,0.012-0.021,5e-13,
3,rs1417611,Facial morphology (segment 22),rs12055796,chr6:46338810,"C=0.509, T=0.491",0.8562309451219512,1.0,0.473735955,,,2e-08,
4,rs1417611,Body mass index,rs9357506,chr6:46367432,"A=0.479, G=0.521",0.8019555021548458,0.9911748967041836,0.553,0.016,0.0091-0.0233/2,7.000000000000001e-06,
5,rs1417611,Body mass index (MTAG),rs6458501,chr6:46393672,"C=0.521, T=0.479",0.8019555021548458,0.9911748967041836,NR,0.01349,0.01-0.017,1.9999999999999998e-15,
6,rs1417611,Body mass index,rs10498767,chr6:46395820,"C=0.479, G=0.521",0.8019555021548458,0.9911748967041836,0.4537,0.0138,0.01-0.017,5e-16,
7,rs1417611,Body mass index,rs10498767,chr6:46395820,"C=0.479, G=0.521",0.8019555021548458,0.9911748967041836,NR,,,2e-10,
8,rs1417611,Body mass index,rs10498767,chr6:46395820,"C=0.479, G=0.521",0.8019555021548458,0.9911748967041836,NR,,,1e-10,
9,rs6732812,Serum metabolite levels,rs4852316,chr2:73692531,"A=0.69, G=0.31",0.9085858192486436,1.0,NR,0.06779,,5e-11,
10,rs6732812,Serum metabolite levels,rs4852316,chr2:73692531,"A=0.69, G=0.31",0.9085858192486436,1.0,NR,0.1343,,1e-77,
11,rs6732812,Serum metabolite levels,rs10200762,chr2:73696456,"C=0.671, T=0.329",0.9910488266043822,1.0,0.38741,0.474,0.43-0.52,5.999999999999998e-92,
12,rs6732812,Serum metabolite levels,rs10200762,chr2:73696456,"C=0.671, T=0.329",0.9910488266043822,1.0,0.38741,0.474,0.43-0.52,5.999999999999998e-92,
13,rs6732812,Serum metabolite levels,rs10200762,chr2:73696456,"C=0.671, T=0.329",0.9910488266043822,1.0,0.38741,0.45899999999999996,0.42-0.5,8.999999999999997e-96,
14,rs6732812,Serum metabolite levels,rs12052539,chr2:73710026,"A=0.313, G=0.687",0.9213048069777448,1.0,NR,0.02765,,7.000000000000001e-24,
15,rs6732812,Serum metabolite levels,rs12052539,chr2:73710026,"A=0.313, G=0.687",0.9213048069777448,1.0,NR,0.08472,,7e-33,
16,rs6732812,Serum metabolite levels,rs12713794,chr2:73729719,"A=0.309, G=0.691",0.8699304957352728,0.9807742841717509,0.376852,0.5479999999999999,0.5-0.59,2.9999999999999995e-123,
17,rs6732812,Serum metabolite levels,rs12713794,chr2:73729719,"A=0.309, G=0.691",0.8699304957352728,0.9807742841717509,0.376852,0.5479999999999999,0.5-0.59,2.9999999999999995e-123,
18,rs6732812,Serum metabolite levels,rs12713794,chr2:73729719,"A=0.309, G=0.691",0.8699304957352728,0.9807742841717509,0.376852,0.47,0.43-0.51,7.999999999999998e-103,
19,rs6732812,Serum metabolite levels,rs12713794,chr2:73729719,"A=0.309, G=0.691",0.8699304957352728,0.9807742841717509,0.376852,0.5429999999999999,0.5-0.59,3.999999999999999e-120,
20,rs34076421,Walking pace,rs7492565,chr14:100519240,"G=0.598, T=0.402",0.8612531077416612,0.9454109829195398,NR,0.00784751,0.0053-0.0104,9e-10,
21,rs34076421,Height,rs13065,chr14:100529975,"C=0.416, T=0.584",0.9475083264942976,0.9834296914891864,0.4495,0.0128,0.0085-0.0171,8e-09,
22,rs34076421,Chronotype,rs11845599,chr14:100550487,"A=0.623, G=0.377",0.8294989207564758,0.977619278566566,0.3647,1.0277789000000002,,5e-13,
23,rs897804,Heel bone mineral density,rs897804,chr19:12766150,"C=0.439, G=0.561",1.0,1.0,NR,,,2.0000000000000002e-11,
24,rs897804,Body mass index,rs897804,chr19:12766150,"C=0.439, G=0.561",1.0,1.0,NR,0.009000000000000001,0.0059-0.0121,1e-08,
25,rs4809141,Mean corpuscular volume,rs6511268,chr19:21571965,"C=0.334, T=0.666",1.0,1.0,0.338387,,,5e-11,
26,rs4809141,Height,rs8112960,chr19:21592569,"C=0.666, T=0.334",1.0,1.0,0.3412,0.0044,0.003-0.0058,2.0000000000000002e-11,
27,rs4809141,Mean corpuscular volume,rs7251111,chr19:21596541,"C=0.334, G=0.666",1.0,1.0,0.324383,0.01236,0.0086-0.0162,2e-10,
28,rs1554790,Body mass index,rs1554790,chr6:46430267,"C=0.536, G=0.464",1.0,1.0,NR,0.0108,0.0079-0.0137,6.999999999999999e-13,
29,rs4927852,Nonatopic asthma,rs2019472,chr3:196008500,"C=0.701, T=0.299",0.9279772691679532,1.0,NR,,,2e-08,
30,rs76926369,Visuospatial ability,rs4728722,chr7:76422774,"A=0.44, G=0.56",0.8225308060767971,0.9779943826614984,NR,0.14,0.081-0.199,3e-06,
31,rs4820490,Height,rs5758999,chr22:42866734,"C=0.468, T=0.532",0.868403751568007,0.9957069090598728,NR,,,6e-17,
32,rs4820490,Height,rs9607978,chr22:42888328,"A=0.463, G=0.537",0.8559774961595046,0.9787332995095552,NR,0.0117,0.0086-0.0148,1e-12,
33,rs4820490,Educational attainment,rs8136156,chr22:42913503,"A=0.568, G=0.432",0.9639455887930104,0.9877853326857698,0.5534,0.00790068,0.0056-0.0102,8e-12,
34,rs9553092,Myopia (pathological),rs9318086,chr13:23858328,"A=0.466, G=0.534",0.8692441352067297,0.9588270202795344,0.44,1.32,1.19-1.46,2e-16,
0,rs12240143,Acute lymphoblastic leukemia (childhood),rs6428370,chr1:196875463,"A=0.673, G=0.327",0.977566813298246,0.9909534001187028,0.32,1.43,1.20-1.60,7.000000000000001e-06,
1,rs3797315,Macular thickness,rs13171669,chr5:149221680,"A=0.637, G=0.363",0.8295658940284932,0.990828071934903,NR,0.778,0.64-0.91,7e-32,
2,rs3797315,Age-related hearing impairment,rs13171669,chr5:149221680,"A=0.637, G=0.363",0.8295658940284932,0.990828071934903,42.34,1.03,,8e-10,
3,rs3797315,Chronic obstructive pulmonary disease,rs1975340,chr5:149232060,"A=0.39, C=0.61",0.931295222015125,0.9914598118781622,0.46,1.05,,4e-06,
4,rs3797315,Lung function (FVC),rs4490572,chr5:149232759,"A=0.391, G=0.609",0.943287554766293,0.995740771318371,NR,,,4e-16,
5,rs3797315,Body mass index,rs1109114,chr5:149236383,"C=0.639, T=0.361",0.8377512816082023,1.0,0.578,0.021,0.013-0.029/2,4e-07,
6,rs3797315,Photoreceptor cell layer thickness phenotypes (MTAG),rs1109114,chr5:149236383,"C=0.639, T=0.361",0.8377512816082023,1.0,0.43,0.37,0.27-0.47,3e-13,
7,rs3797315,Height,rs4295373,chr5:149236424,"A=0.388, G=0.612",0.9395141895141896,1.0,0.4464,0.0049,0.0037-0.0061,1.9999999999999998e-15,
8,rs2509801,Family history of Alzheimer's disease,rs11605427,chr11:60161199,"C=0.4, G=0.6",0.8372820930338958,0.9169295304784396,NR,,,6e-06,
9,rs2509801,Alzheimer's disease or family history of Alzheimer's disease,rs11605427,chr11:60161199,"C=0.4, G=0.6",0.8372820930338958,0.9169295304784396,NR,,,8e-17,
10,rs2509801,C-reactive protein levels,rs7933202,chr11:60169453,"A=0.606, C=0.394",0.8218375520746879,0.916019701143668,NR,0.021,0.017-0.025,6e-25,
11,rs2509801,C-reactive protein levels (MTAG),rs7933202,chr11:60169453,"A=0.606, C=0.394",0.8218375520746879,0.916019701143668,NR,0.020114,0.016-0.024,9.999999999999999e-23,
12,rs2509801,Lactadherin levels,rs7933202,chr11:60169453,"A=0.606, C=0.394",0.8218375520746879,0.916019701143668,0.6,0.139,0.11-0.16,3e-25,
13,rs2509801,Fibrinogen levels,rs7935829,chr11:60175342,"A=0.595, G=0.405",0.8798981401068878,0.9497416725298606,NR,0.0056,,6e-08,
14,rs2509801,Alzheimer's disease (late onset),rs7935829,chr11:60175342,"A=0.595, G=0.405",0.8798981401068878,0.9497416725298606,NR,7.1575665,-,8e-13,
15,rs2509801,Factor VII activity,rs7935829,chr11:60175342,"A=0.595, G=0.405",0.8798981401068878,0.9497416725298606,0.39,0.018000000000000002,0.014-0.022,6e-18,
16,rs2509801,Factor VII activity,rs7935829,chr11:60175342,"A=0.595, G=0.405",0.8798981401068878,0.9497416725298606,0.4,0.018000000000000002,,4e-16,
17,rs2509801,Venous thromboembolism or fibrinogen levels (pleiotropy),rs7935829,chr11:60175342,"A=0.595, G=0.405",0.8798981401068878,0.9497416725298606,NR,,,5e-10,
18,rs2509801,Fibrinogen levels or plasminogen activator inhibitor 1 levels (pleiotropy),rs7935829,chr11:60175342,"A=0.595, G=0.405",0.8798981401068878,0.9497416725298606,NR,,,5e-10,
19,rs2509801,Fibrinogen levels or tissue plasminogen activator levels (pleiotropy),rs7935829,chr11:60175342,"A=0.595, G=0.405",0.8798981401068878,0.9497416725298606,NR,,,5e-10,
20,rs2509801,Fibrinogen levels or factor VII levels (pleiotropy),rs7935829,chr11:60175342,"A=0.595, G=0.405",0.8798981401068878,0.9497416725298606,NR,,,3e-27,
21,rs2509801,Coronary artery disease or fibrinogen levels (pleiotropy),rs7935829,chr11:60175342,"A=0.595, G=0.405",0.8798981401068878,0.9497416725298606,NR,,,2e-09,
22,rs2509801,Fibrinogen levels or factor VII levels or factor XI levels or tissue plasminogen activator levels (pleiotropy),rs7935829,chr11:60175342,"A=0.595, G=0.405",0.8798981401068878,0.9497416725298606,NR,,,3e-26,
23,rs2509801,Factor VII activity or levels,rs7946992,chr11:60177337,"C=0.405, T=0.595",0.8798981401068878,0.9497416725298606,0.39,0.016,,2e-16,
24,rs2509801,Coronary artery disease or factor VII levels (pleiotropy),rs7946992,chr11:60177337,"C=0.405, T=0.595",0.8798981401068878,0.9497416725298606,NR,,,4e-17,
25,rs2509801,Ischemic stroke or factor VII levels (pleiotropy),rs7946992,chr11:60177337,"C=0.405, T=0.595",0.8798981401068878,0.9497416725298606,NR,,,7.000000000000001e-18,
26,rs2509801,Venous thromboembolism or factor VII levels (pleiotropy),rs7946992,chr11:60177337,"C=0.405, T=0.595",0.8798981401068878,0.9497416725298606,NR,,,1e-17,
27,rs2509801,Neutrophil count,rs12453,chr11:60178272,"C=0.405, T=0.595",0.8798981401068878,0.9497416725298606,0.370849,,,4e-12,
28,rs2509801,Neutrophil count,rs12453,chr11:60178272,"C=0.405, T=0.595",0.8798981401068878,0.9497416725298606,0.40604,0.01511,0.011-0.019,1e-14,
29,rs2509801,Factor VII levels,rs12453,chr11:60178272,"C=0.405, T=0.595",0.8798981401068878,0.9497416725298606,NR,0.01688681,0.011-0.023,2e-08,
30,rs2509801,Heel bone mineral density,rs17602572,chr11:60180901,"C=0.598, G=0.402",0.8757699696938741,0.9416574841964857,NR,0.028064999999999996,0.024-0.032,1e-43,
31,rs2509801,Heel bone mineral density,rs17602572,chr11:60180901,"C=0.598, G=0.402",0.8757699696938741,0.9416574841964857,0.595052,0.0254317,0.022-0.029,1e-41,
32,rs2509801,Heel bone mineral density,rs17602572,chr11:60180901,"C=0.598, G=0.402",0.8757699696938741,0.9416574841964857,0.599513,0.030439499999999998,0.024-0.037,1e-19,
33,rs2509801,Heel bone mineral density,rs17602572,chr11:60180901,"C=0.598, G=0.402",0.8757699696938741,0.9416574841964857,0.599122,0.023127599999999998,0.014-0.032,5e-07,
34,rs2509801,Heel bone mineral density,rs17602572,chr11:60180901,"C=0.598, G=0.402",0.8757699696938741,0.9416574841964857,0.599961,0.0367624,0.027-0.047,4e-13,
35,rs2509801,Alzheimer's disease or family history of Alzheimer's disease,rs2081545,chr11:60190907,"A=0.406, C=0.594",0.8994970421068046,0.9622432213779932,0.381,7.97,-,1.9999999999999998e-15,
36,rs2509801,Heel bone mineral density,rs7926354,chr11:60194716,"A=0.408, G=0.592",0.8918806572097183,0.9621165207785904,NR,,,5e-45,
